Puzzle,Solution,
...8..1....85.1.....1.2.7.3.......2..57..43..1..3.2..4..37..8.....93.4...8.......,729863145348571296561429783834157629257694318196382574913745862672938451485216937,
...47..15.1....32..........4.......9...9...8.3.....2..8.7523...1.......7..478..5.,683472915719865324542319768456238179271946583398157246867523491125694837934781652,
.7.9...4.8.....3.7..........46.1..58..1.......8..4367..5....8.4...1...36......71.,672938145819452367534671982346719258721865493985243671157396824498127536263584719,
.85.2.6..9.7.85.....4.7..3..9...2..67....8.53..............69.2.......4.2....48.7,185423679937685421624179538391542786742968153568731294473856912816297345259314867,
...6.7.5.....58.17...41..6......9..1.1..6..4..98.......41.7......758.63......3...,132697458469358217875412963654729381213865749798134526341276895927581634586943172,
7..9.6...3.....57..85.........2.71.....6....959.......61278.3....853.........1...,724956831369128574185374692846297153237615489591843267612789345478532916953461728,
1...4.....76...1...2.....8...37..64...5...83.8....6..1.4..7...363....5....7.1....,158349267376852194429167385213785649765491832894236751542678913631924578987513426,
.542...8.2....8.5....6.4..9.4..3....1......6.59.4.6.12.8.5..........16.89....2...,754219386269378154831654279642137895178925463593486712487563921325791648916842537,
.1..6...3..3..2.6..85.1...7.6843..1.7....5348...7.........5...6......1....6.4..5.,217564983943872561685913427568439712791625348324781695479158236852396174136247859,
...29...84....1......8749..........1....89...2..1.3.7...4..7.2359.4.21....2...5..,637295418489631752125874936978526341341789265256143879814957623593462187762318594,
.8.....546.4....3...3...9.8...8....6......59..2...5...4...3..8.5..6....97.9.2.6..,981763254654289137273154968395872416847316592126495873462931785518647329739528641,
7..........5....49.1.478.....8.4.....5.....8.6.....1...7.6.3..49.618..7......9.6.,743965218865312749219478653128546937357291486694837125571623894936184572482759361,
.8..1.9.713......5.........75...41..2....3...4..95..3.5...9..7...1.......4..7..2.,685312947134769285927548316753624198296183754418957632562491873871235469349876521,
3....2..5....917..8.....92...3.......28..9.3.61.....8.......67.2....6.....9..5...,396472815452891763871563924943287156528619437617354289135948672284736591769125348,
......5..4186....96......4.5..7..........4..1.7..1.8..9.71....5.5.....6..4.9.3.1.,792341586418625379635897142581739624369284751274516893927168435153472968846953217,
26....8..5...87...4...96..3.8..6.7.9..3...4.6................24..7.2...89...5....,261345897539187642478296153185462739723519486694873215856731924317924568942658371,
.56...9...9...52...7..2.8.18.2.4.......6...7.....1..4.6.7..1....24...........8..6,256184937198375264473926851832547619541692378769813542687251493324769185915438726,
.9..5....3.....21..27...5.6.1...63....913.72.83....9..........3...7.1....568.....,691258437385647219427319586712986345569134728834572961178425693943761852256893174,
1..75..4......6....7849261..6...5.7..4.2...........1...2....8....4....6.6....49.2,136758249492136587578492613263915478841267395759843126925671834384529761617384952,
4.5..3..9.....4...........7...3.194.1.6.9.5..3..7.6.....1.......4.5..7..8.36.91.5,465273819718964352932185467587321946126498573394756281251837694649512738873649125,
...86...51..3...79.9..7..3675...84....8....6.4...........7.......94.5...815......,237869145186354279594172836753618492928547361461293587642781953379425618815936724,
.8.2.4.....75..8..15.8.64...........67...5.8..4.......5...1.6.9.9.....42...6.....,983274516467591823152836497235187964679345281841962735528413679396758142714629358,
8.29.735..1.........5...8..13.........4.......78.5.43...3...5..72.3...1..5.8.972.,842917356317586942965423871136794285594238167278651439683172594729345618451869723,
...4.8.3....65....415.3...78.....4262..........4.........56.1...4...32..3..8.....,692478531783651942415932867837195426259346718164287395928564173546713289371829654,
.1.6......8...3.5.2..1...36....2.3....5.4..8.6....7......2..1.4....7......7.....5,713652498486793251259184736894526317175349682632817549968235174521478963347961825,
....87..5...1.59..51..2..3.76.9.....9..5..7..........282.7.........3.1..6....8...,296387415387145926514629837768912543942563781153874692825791364479236158631458279,
..46..1..721..4....6....2...129.7.6..45..2...9.........5.2..8.4.7.84.........6.9.,594628173721394658863751249312987465645132987987465321156279834279843516438516792,
.....86.18.7...3......7..9........14..8......973...8..6...4.....8.9.1..612...7.4.,392458671847169325561372498256893714418726539973514862639245187784931256125687943,
39.16..82....2......6..9....1......9...48..1.4......5.........382.5...41..46.8.2.,395164782741823596286759134518372469962485317437916258659241873823597641174638925,
.9..37.48..8....3.3..1..2..2...781..4....5..9.75....8...4..3....2...4......79....,192537648758246931346189257239478165481365729675921483914653872527814396863792514,
9.41..8.6..7..........6..9..5.4....1..1..56.4.8..7...51..7.........8.3....86.9...,924153876367948152815267493253496781791825634486371925149732568672584319538619247,
..85..76.1..8.3..97....4............9851...363.4............5.8..3.1..7..1...9...,238591764146873259759264381621345897985127436374986125497632518563418972812759643,
....4..2......3...3..98...4.79....13.1.57.8...8....25..9.3.4.....2..17...........,951647328748213965326985174579428613213576849684139257197364582432851796865792431,
..4.95...6.5....81.31...4....93.8...8..7.6....6..5........3..6.....84.1.4.7......,784195632625473981931862475579348126842716359163259748218937564396584217457621893,
.2.58.....75.6.3......3............5..8..1....617..2...92.......3...856.6...7..9.,326589471875164329419237856743892615258641937961753248592416783137928564684375192,
...6..15.1.8..9....9......2.7....6.....3.25.1...9..7.3....8.237..2..7.......1....,724638159158729346396145872273851694469372581581964723915486237632597418847213965,
....9.52....2..6.9.8...3...4.....9..31......89..4.1..5.3.......1...5.....7..8.2..,761894523543217689289563147457638912316925478928471365835142796192756834674389251,
.9..8....8.......6.....5.9.6.1.93.4.53....17.....7.9..9.7.36.....6.5.....43..9...,394687521815942736762315498671293845539468172428571963957136284286754319143829657,
.2......1.9..782...4816..5......65....7.5..6.....27..8.......27.1.....8.....9...5,726539841591478236348162759239816574187954362465327198953681427612745983874293615,
..4..6.28.9.5...1...2...9...1.92...5.2.4..1..8.3.6..........5.9.....8..6.8.2.....,154396728398572614762814953416927835529483167873165492247631589931758246685249371,
6.....3288.......73..6..9...7...9.3....2......6....1.2....8...6....23.197.815....,657491328819532467324678951472819635183265794965347182231984576546723819798156243,
.38......41..6..3.2..5.....3.7....4...4.1.2..1......76.....38...5...6..7.7....4.2,738194625415267938296538714327685149564719283189342576642973851851426397973851462,
.4.8...5.3.2.........3.29...39......1.45......8......1...16...59..2...838...5..6.,641897352392615478758342916539481627174526839286739541423168795965274183817953264,
.3....6.....8..42...25.43...7896...3.......7...9.48.5.9.3.7.....8........6.2.....,834127695795836421612594387178965243546312978329748156953471862281659734467283519,
.....18....2......7.6.2.5...6.17...297.3.....2.3.96...835.....7..92........85..1.,594761823312548769786923541468175932971382456253496178835614297149237685627859314,
.41.....9....64.3.63.5.......6.2.....9.4...8.8....94.....982.5..693......1.......,741238569985164732632597148456821397197453286823679415374982651269315874518746923,
..3......4...61...7..3..4.6..1.863.....49......8.....7..27..6...379..1.819.......,863574219429861573715329486971286345356497821248135967582713694637942158194658732,
6.........7.4..6.8.4.56..2....6.93..75.......9.47..8.2........5....5.93.8..9..4..,619287543572493618348561729281649357756328194934715862493176285127854936865932471,
3.4.276....6.8.9.....43............972..6.....83.....285....72..6.........7...8.5,314927658276581934598436217641258379725369481983714562859143726462875193137692845,
79.3.2.4.........5..59..7...31......8.....9..4.9........27.1......4...3.57..9.81.,796352148243178695185946723631829574827534961459617382362781459918465237574293816,
.4....9.....93...1..2.7..4....8.....7.1.25.8..5.3..7..4.......5......813....91...,146258937578934621932176548329867154761425389854319762417683295695742813283591476,
.4.8.6...8.349.52...9.5...4.5..3...9...5.2...2......3.3..97..6....6....2..5.4.9..,541826793873491526629357814756134289938562147214789635382975461497618352165243978,
..8.9.12.6....1....9...84.5...5...9.....26...21....8.....96...85..4.........1.67.,758694123642351789391278465467583291839126547215749836174962358586437912923815674,
.2.....8...3.6..2.....9......9.7.53.3.7..2.6...........6..2439......6..884.5...7.,526347189493168725178295643689471532317952864254683917765824391932716458841539276,
7.4.8.65221.........3.7..1.4...38..78...5.46...562...........8..5...7...........1,794183652216549873583276914461938527832751469975624138149362785358417296627895341,
12...6.87....8....6..4.1..5..2..7...3.5.12..6...8.........58...7.6..31...1.......,129536487534789621687421395862347519345912876971865234493158762756293148218674953,
.....9...5...1...2.7....18...16..72..5..3..6876.89.......9.8.1.....2..73......8.5,123489657548716392679253184381645729952137468764892531435978216816524973297361845,
.6......1..5....292....3....5..98..4.9824.15.3....5.......5..6.1.....4.......49.8,867529341435187629219463587651398274798246153324715896943851762186972435572634918,
4937...65......8...6...5.....6.9..57.5...69.22....34...3..8.........76.47...5....,493718265572364891168925743846291357357846912219573486631482579985137624724659138,
..16.82........5.9.3.51..6....2........196.2...68..9........64.1...3.85.5........,951678234687324519432519768394257186875196423216843975723985641169432857548761392,
..78..5.3.59...7..6..1..8....53.........4.......976...12...9...7.6.8...5........1,417892563859634712632157849265318974978245136341976258123569487796481325584723691,
..348.97..8.7...1...593...4...647....975...............7.3...6...9...1..5.6.9.73.,213485976984762513765931824158647392697523481342819657471358269839276145526194738,
...43.5..........85...18...7.45.....9....1.3....8..2......5...7.1...74....29...8.,286439571431765928597218643724593816958621734163874259849152367615387492372946185,
...3...........3628......7..16..8.3...72..9..........6.7...12....1..28.9..39.4...,165327498794815362832469175216598734357246981489173526978651243641732859523984617,
...641.......73.2..8..2.3....35............4....1365...3..1.4.2..2...1.65......37,329641785654873921187925364763594218915287643248136579836719452472358196591462837,
..1.87.3.8...2....7...5..861.52.....27.....64.........6.....1......34....2....647,461987235859326471732451986145263798273198564986745312694872153517634829328519647,
7...1.32.1.......72..8...9...1.8.2.668.3.9.1..7..615.........5..9...7...........8,748916325139425867265873491951784236682359714374261589427198653896537142513642978,
.35.2.6....4..9..3......8...4.9....5.9....72.5.64....8829.....7......2.......4.9.,735821649284769513961345872342978165198653724576412938829136457413597286657284391,
..84759...4..............56.......47..5..3689...8..5......3..95.16...7........3.1,268475913541396278937218456683952147725143689194867532472631895316589724859724361,
..7..3...19.8.....8.2.1.......38.4.....1........79..5...854.3.7....728.9.2......4,647253981193867245852419736519386472374125698286794153968541327435672819721938564,
..2.....15842....7..3..7.45.5.1.2....2.85..9......3..41.........4.....8.....3...2,972345861584261937613987245456192378327854196891673524138426759245719683769538412,
.............1..74.73..26.....9.52..4...7..5...52.6....1....7.........236.2..3.41,594687132268319574173452698731945286426178359985236417319824765847561923652793841,
.5..3.18....57..36.136.......5.4.8..79....4....4....13....8...4.8....5.....7.....,657432189948571236213698745325149867791863452864257913176985324489326571532714698,
7954.........5...7.........8....9.3.16.5...........9.....1...4..1..6.39..87.951.6,795486213621953487348271659874619532169532874253847961936128745512764398487395126,
..........739.58.6.5.6..72........63..83..5..1.....29...6...98..2..9.....1.5....7,684217359273945816951638724792851463468329571135764298546173982827496135319582647,
......8..9.....573..75..946.951....8....8...43............6....5.94...614.63.5...,653794812914826573287531946795143628162987354348652197871269435539478261426315789,
.5...2....27.1.4.51.8..7.62.......47.3..4........8...65..1...24...85...18.....7..,356492178927618435148537962685921347231746589794385216563179824472853691819264753,
.594..2..7.....4....2..7...8..26357.3...8.......7..9......92..5...3..7.....8..329,159438267783926451642157893891263574374589612265741938437692185928315746516874329,
6.............1....1..7.9...4.6..25...7..2....69...4....63...4.45.....1..71.596.2,694283571785961324312574968148697253537842196269135487926318745453726819871459632,
..4.8....726.....5.9.......46..9......7.....9.18.47.2.....24..7.......64..95.68..,154782693726139485893465271465291738237658149918347526681924357572813964349576812,
19.2..6.785...6.9..6..1.5....6.........5.7..29.4............7.1.....2.56...4.....,193254687852736194467819523576923418318547962924168375239685741741392856685471239,
....81.7.......9.3.....9.25.1..7..39......8..5.......1.89.67...6...2...775.3...9.,935281476126745983874639125218476539497153862563892741389567214641928357752314698,
..7....6...3...4..6.8..3.......6.9.4195......7............49..78..3..1...4.5.1.8.,417298563923657418658413792382165974195784236764932851531849627879326145246571389,
....936.........75.6...598..59476........25....4.......8...7239...63........8.7..,517893642928164375463725981159476823876312594234958167681547239792631458345289716,
.9.8....5....26...7....5...874..96.1..2.1...9...7.4....1.....58.........546....9.,691873425485126973723945816874259631352618749169734582917462358238597164546381297,
8.9....7.1..6.3.2.........9...857..3...........83.9561...13.2....1..5....72..6...,829514376157693428634782159216857943593461782748329561465138297981275634372946815,
.1.49.......562.....2...4...439.7..6.57.2...3........2..5.4....6....3.....97..1..,316498527794562381582371469243917856857624913961835742135249678678153294429786135,
....51.....4..2.6.7.1.....5....9.7..8........27.4..8.69..2...5........47...97.1.2,382651479594782361761349285415896723836127594279435816947213658123568947658974132,
........4...485..7.....7513.3..2....8.5..12....184.......29..3....7....9.....81..,579132864316485927482967513634529781895371246721846395157294638268713459943658172,
...4...3..1...25.7.6....1........3...786.1...45.7........3...42....7.......12.7..,925417836314862597867593124196245378278631459453789261781356942542978613639124785,
...7.43...3..5.7.8.......9.8...9....92.3475...53......7..82.....94.76.2...2......,219784365436952718578163294847695132921347586653218479765821943394576821182439657,
..8...362...8..1......2..9.3......7.........5..57.298.5.3..6..9.71.8.....2.53...6,148975362239864157756321498392458671817693245465712983583146729671289534924537816,
.....9..442.1..73......2...3........6...7...1...4........6..5....19.3.4..3725...9,786539124429168735153742968315896472642375891978421356294617583561983247837254619,
......6.3..8569.....24..1...4..8..2....1.53.........5.53..2.........3....2...68..,954271683318569274762438195645387921297145368183692457539824716876913542421756839,
95.8.6.....23.....4.8.7...6.9...267.7..69..2.8....3..96....8..3......78....9.....,957826134162354897438179256593482671714695328826713549675248913349561782281937465,
.723..9.1.....1.....67..3....9.8..65..1.....9.2..7.8......3...2...65.......2.965.,872365941394821576156794328749183265681542739523976814965437182217658493438219657,
8...4.793..9....8...2..3..........6....4....9..36...48.7...8.2.6..3...7....2.6..5,856142793139765482742893516481539267267481359593627148375918624628354971914276835,
..5....3.6.723...8.23.87......845...2.81.........6....5..4...7.18..2.3..7....16..,895614237617239548423587961961845723258173496374962815536498172189726354742351689,
.7...8....5......7..69..5...8..3.....2.67.3...........8..31.2.6.3..2..15..1......,972158463458263197316947582187432659529671348643589721895314276734826915261795834,
..79....6..3.4...19.5.3..725.47...3.....5........2....4...7....3.24..6..6.9..5..4,147982356263547981985631472524769138731854269896123745418276593352498617679315824,
.8.12...4..1..7...23....6......5......4.....3.1....527..7..53..3....4.6..5...31.2,785126934461937258239548671978352416524671893613489527147265389392814765856793142,
.9.....2..2.3.....4.........4.92...59..57..1...7.3.2.85.47......7.1..9...1.2....3,396857421725314869481692537843921675962578314157436298534769182278143956619285743,
......82..23..46.1.1689..45.6.....5.9.4.3..1...85....6..92.8.........1.........8.,495163827823754691716892345362481759954637218178529436639218574287945163541376982,
..2..3.9..9..753.15..4...........1...5.....7.4.7.12956.....75..3......4.1..2..6..,762183495894675321513429867239756184651948273487312956946837512328561749175294638,
7...492............21...7..26......79.74.2.8..3.......6.21........3..8...1.97..4.,786549231395217468421683795264831957957462183138795624642158379579324816813976542,
............4..153...513...43....6..1.2.....779...531.....4.5.6.4.7.693.6..35.4..,315962748269478153874513269438197625152634897796825314983241576541786932627359481,
..2.7.1.........54.9.....8...1.....8....2.76...7...41.2...5..4..4.78.5.3.1...3...,352874196768912354194536287521467938439128765687395412273659841946781523815243679,
...73....4.21.8.3.......9.8..4.1....59..8...1...4..2.9...2...7.....4.1.5..9.7.4..,918735624462198537753624918284917356596382741371456289145269873627843195839571462,
.3..4691.....9.2...41......25.....4...4.....6......13.4.5..83...6.9...8.19.....65,532746918876391254941582673253167849714839526689254137425678391367915482198423765,
...1....25..27..31..9........5.......7...1...824.3.....4.7...19...9.5.4....4.2.73,437198652568274931219356784195647328376821495824539167642783519783915246951462873,
7...3...1.28........3.7..59..2.167..9.......6.5.9..2..23....5......2.......7.36..,749635821528194367613278459382416795974352186156987243231869574467521938895743612,
......9374..7..2.8.......5...2..3...3..8.4..6..697.....75...6........4.5.6.3...82,628145937451739268739286154142563879397814526586972341275498613813627495964351782,
....9..5....7..2......6.417.......43..432.59...9.5......24.61....5.......41.32.7.,476291358518743269923865417257918643684327591139654782792486135365179824841532976,
.41..96.76...5.9........5.3.2....3.......2.4..3647...5..4.....937........6..9.7..,541329687683157924792846513428915376957632148136478295214763859379581462865294731,
2....1.3.9......2..5.2.......3..8..914..29..6...1...5.5.........2...6.....6.3.4..,284651937967384125351297648673548219145729386892163754539472861428916573716835492,
........53.....6..25..3.17.9...5.8........3.683.2.15....7.....869...72.3....9..1.,789612435341579682256438179962753841175984326834261597417325968698147253523896714,
7..2...9...2..6..3....43.7....96......7.....463....927.......31.1...9.8.....786..,763251498842796153159843276284967315597312864631485927978624531416539782325178649,
..2..1..5...48..9.7...92.6..........57....6..81..4......81...7.2...68..4.9.....81,982671435163485792745392168329516847574823619816947523458139276231768954697254381,
8......1.197.3...6.54.8.9..43...976.9.5...3....6.5.........657........8.......1.9,863795214197234856254681937438129765915467328726358491349816572571942683682573149,
.5..6....3.6...8..24.9..5......5......5.823.1......2.6.............4.98.9145....3,159867432376425819248913567421356798695782341837194256582639174763241985914578623,
..56....33.9..4.86..29..4.....4.9......12....9.4..35..4.........563..9..8....6..1,145687293379254186682931457521469738738125649964873512413792865256318974897546321,
....3......54...83...1.547.5..9.......9.........578....4....7..7....63.4..13..95.,486732195175469283392185476567923841839614527214578639943851762758296314621347958,
.62..7...18....7.........62.....8.142.....8..37..6...5..1.4....72......1..53...8.,562437198189652743437819562956728314214593876378164925891245637723986451645371289,
4.3..9....8...1..221..84.3.....47.28....3..4......8..18.6.72.94..2.....61........,463729815987351462215684937651947328728135649349268571836572194592413786174896253,
...45.....712...5.4.3.8..1.91.........8.....5...7..8.9.2.8..4....7..2...1...93..7,296451378871236954453987612914568723768329145532714869629875431387142596145693287,
.........2...5.3.....172..61......38.5463.1.2...7.......34....576..2.........36..,615384729287956341439172856176245938954638172328791564893467215761529483542813697,
5.62.78...1.48......3...........8..53.............5..72.4...15..5.....23831.2..4.,596237814712489536483651972149378265375962481628145397264793158957814623831526749,
..49.72.6.1......7......98...8....4....28...........9515...4.2..86...4...2916....,834957216912648537765321984698573142541289763273416895157834629386792451429165378,
..56.9...........9....8.1....4..2..79...5.....6......28...1.....2.74...5.17..82.6,135629748248371659796485123384162597972854361561937482853216974629743815417598236,
38.....79.728..3.6....3.5.22.......5...6......6..51...91..85....3...2......79....,384526179572819346196437582241978635859643721763251498917385264438162957625794813,
......3......34.6.48...62.7...32..14.42......6..8.......1.....927.9......6....8.1,716289345529734168483156297897325614142697583635841972351468729278913456964572831,
....61.8...52.3..9...9......49..63582..58...6....9..4...8.1...4...4.2....3.......,492761583875243619361958427749126358213584976586397142928615734657432891134879265,
..2.8.47.3.4.....187...9............9........421.76........7.837....41...3..9.2..,612385479394762851875149362587923614963451728421876935249617583758234196136598247,
...53.2...8........4.2...5.41.3..7.66.....18..5.......1.......4...7.583...2.....7,796531248285694371341287659419358726623479185857162493178923564964715832532846917,
64.1..8.....29...6.297.8..51..4...........62........4958.6.........52..8......9..,647135892815294736329768415193426587458973621762581349581649273974352168236817954,
..9.2.5......4..7...5...13......62...56....9.2..37.6.5124...9.37.3....1..........,389721564612543879475968132937856241856412397241379685124687953763295418598134726,
...9.61...6835.9..3.........2...3..............5721......8....7697.....8.3.6.2..1,572946183168357924349218675426583719713469852985721436251894367697135248834672591,
...73...6......4..35..8...1.97...1...1...76..4..9.....5.1..9..3..8.....5.7.....6.,129734586786195432354286791297643158813527649465918327541869273638472915972351864,
2.....5........2681.8..6..78..7....2...1.......7...4.33....18.6....247.5.......3.,276483591493517268158296347864739152532148679917652483345971826689324715721865934,
..4..6.735.3.7...1..7.13...........81.....4......3..1...5....4.8...65......8...27,214586973593472681687913254726154398138297465459638712975321846842765139361849527,
.....3...715......9...2...7..21..4.314....9.......5.6.6..297......6......37..1.9.,264713589715489326983526147592168473146372958378945261651297834829634715437851692,
...7.2......1.9....2.4.83.98....5.........857........4.9...72.8..58...7...2..1..3,951732486348169725627458319814375692236914857579286134193547268465823971782691543,
.74..8....2.3..9..6.....82...2..43..1......8.....83.198.............1.4.3169.....,974628135528317964631459827782194356193765482465283719847536291259871643316942578,
........6.73..59..6.9.1.3..........7..2..96.575..2.1..81.3...9.....5......7...8.3,185934276273865914649712358961583427432179685758426139816347592394258761527691843,
..28..35..165......4......6....28....2.31..9........6..581...3..9...56..3.12.....,972861354816543729543792186739628541625314897184957263458176932297435618361289475,
7.1.5..3....3....13.....96..6....8..9..6...17.....76...96..5.4.1.57.............9,741956238659382471382471965267513894938624517514897623896135742125749386473268159,
6.231.8.....4..2...39.......96.....17...2...9....79..3..8...6...41.3.............,652317894817495236439268175596843721783521469124679583378954612241736958965182347,
....8..94..279...6.7...5..14.6........92....8.8.....1.2..5...79..19.......58..2..,563182794812794536974635821426318957159276348387459612248563179631927485795841263,
..79.......8.4...32.1..5......8..27.4......9....7......1.5.84...89.1.3..7..2.....,547983612968142753231675849193854276476321598825769134312598467689417325754236981,
.....8.7.31...4..5........4.63...4..8.4.7..3..5...1...5.98..7...76...5.3.......9.,645218379318794625927563814163982457894675132752431968539826741276149583481357296,
..9...5686.......9.....57.......79......8.1..7.4..2...4.1..9..556.7..8.1..85..6..,129374568657218439843695712286137954395486127714952386431869275562743891978521643,
..58..64....5....31...2......4.....99.81.6....6.3.25................4.2..2..18...,395871642842569713176423958234785169958146237761392584683257491517934826429618375,
........42.......6.8.634...5.42..93....3.8........9.7.....9.7....5..2.6...647..2.,653721894247985316189634257514267938972358641368149572421596783735812469896473125,
....7.51...9...4.78....4..2.2...83..3.4..........4.1...7..1.2.5..53......81..27..,432976518569281437817534692126798354394125876758643129673819245245367981981452763,
9....57....6....1.5.....2...9.5.3.2..3..9...6..1.64...3.54.7.....462.....7.......,923815764846732915517946283698573421432198576751264839365487192184629357279351648,
....4....3..1.....184.......1.....3.4...9....7.....8.19.76...2.2..8..36...1..97..,576948213392176584184523976619785432428391657753462891937654128245817369861239745,
........5.7.5..3.11..3..69.5....3.....497..8..8..4............3.....671.85...1.4.,643129875978564321125387694592813467364975182781642539416798253239456718857231946,
.1....64...........578..13.6.1....8.3.....5.4...3.2.......1..6..78..4.5.2.4.5....,912537648836149275457826139621495783389671524745382916593218467178964352264753891,
...4..3..641......2...9.......9.4.1.3..6..9271..2....375..6.2......5...6.9....5..,978421365641573892235896174527934618384615927169287453753168249412359786896742531,
.7.3..8...5......2....9..46....7...4..6.59.......3..9...4.26.7....8..3.5........9,479362851651784932328195746293671584786459213145238697534926178912847365867513429,
..5...6..1..5.73....78.....5.4.16..3.8.......6.132..7.......7.2.....456.8....2...,945231687128567349367849251574916823283475196691328475459683712732194568816752934,
7..1.....1....8....4.3.6..1....8.4..9.....6.....5....83....1.95.1...3..4.9.4.73..,786195243153248967249376581571682439938714652462539178324861795617953824895427316,
9....4....458.2.....8...7..586............3.2.7.6..5...9.2....3...9.5.8...7...6..,963174825745892136128536749586321974419758362372649518891267453634915287257483691,
8..9...5...7..24.963..7.8......48........3.....6.5...7.7...6.9.....85....64...3..,842961753157832469639574821721648935495723186386159247278316594913485672564297318,
........16.27.....4.....96..9..8....7.3..14....6.....9..4.....63.7.29.1......38..,579346281612798345438152967291584673753961428846237159924815736387629514165473892,
.........2.58.7...16....39....75..8..2.....6....1....2.....6.2.8..3....5.9..8...1,749631258235897416168524397613752984527948163984163572351476829872319645496285731,
.38..62.4....3...66.2.5..8.5..7...69.4...9.357...........8..........5.......948..,138976254457238916692451387583742169246189735719563428961827543874315692325694871,
.38.....97..3.81....2.97..6.....2......17.4.2...63....3...6...1..9.436.7...9.....,438216579796358124152497836941582763563179482827634915384765291219843657675921348,
38..9..7.42......3.59........52.3...9..7.46......6.2.8........4...4......9...5.6.,386192475427658913159347826865213749932784651741569238673921584518476392294835167,
.5......28.23...1.3...5.48.7...4......582......31...27.48...5..1.6....3..........,654718392892364715317259486721643859965827143483195627248936571176582934539471268,
.97.....1.38.72.5.5.......3.4......7.5.89....8...........3.51.42..1.........893..,697538241138472659524916783349651827752893416861247935986325174273164598415789362,
..913..57.....43.....56..921..6......5..21......35.....2.716....37...2..9.6...5..,489132657265974318371568492192647835653821749748359126524716983837495261916283574,
4...98.16.2.4.38.....12....39.....4........65..5...9..963....2.....4..8........5.,437598216521463897689127534396752148274981365815634972963875421152346789748219653,
2.....4.....4...6.....169.2......1..4.9.6..7....72...6.......9.6...7...882...4.3.,286957413951432867347816952762543189439168275518729346173285694694371528825694731,
.6519.....3...7..5.1856..2..87.....6.2..8.3....1....7.........9.7.....6..9.65..87,265194738439827615718563924387219546624785391951436872846371259572948163193652487,
..3...54...64...72...3.9..6.........6.97...21....1..5...29..7....56......7..52...,283167549196485372547329816721594638659738421438216957362941785815673294974852163,
1..9...4..7...15..94.6..7..7...3...6....1..9..6.7.......6.....4.1...48...935.....,132957648678341529945682731789435216254816397361729485826173954517294863493568172,
..4......1.8.....2.5.927...93..487..8.1.953..............1.3......87...13......4.,274581963198436572653927184932648715841795326765312498487163259529874631316259847,
..15..62........4..6..289.1....59....2.......1.......4....36.....61..458..4.9...2,891547623273961845465328971648259137329714586157683294582436719936172458714895362,
...3..9..9....56......2..171....75...3........2......8....6.3.2..7....9.6....8.7.,276314985941875623583629417168247539739586241425193768894761352317452896652938174,
...........7948...1...63...41......86..4.......9.5.1.......58.79...3.41.7.8.9.5.6,593712684267948351184563729415379268632481975879256143341625897956837412728194536,
6...4..3....5..6..5..8....9....7...3...4...9...8.9.1.71..........9..5.76.67.....8,682149735794523681513867249921678453376451892458392167135786924849215376267934518,
.7..9....6.2......3..1.....72.9....1..1.5.9.7..3.........57.6.91.52...83.6....52.,874395162612487395359126478726943851481652937593718246238574619145269783967831524,
....1..372....41..6....3..4..26.7.....4.39.1...9.2.653......42.9.6...........53.6,845216937293784165671593284132657849564839712789421653357968421916342578428175396,
...5.46....4.9...276.1...95....21...9124...7..56..........58.....12.95.....7.....,129574683534896712768132495847321956912465378356987241473658129681249537295713864,
4....8.91..2.1.7...65...2.....47.5.....6.542...4..2.............57..1.....12.7.6.,473528691982316745165794283326479518718635429594182376249863157657941832831257964,
.8..7..1.......36.1.2..5...6...2187....5.96...1...395.8.9.............3..5..1....,983674215574192368162835794695421873237589641418763952849356127721948536356217489,
...........17.8.26......4.1....8..1565.3.1.8.1..6..73..3.54...8....32.....4..6...,376214859491758326285963471923487615657321984148695732732549168869132547514876293,
81.6....792..1..3...5.978...7......52.3....6..5........3..2951.5....6.9.........3,814632957927518436365497821679183245243975168158264379736829514581346792492751683,
35..7..8......3......45..13.8.9...4..3.1....96..3....7....6.......5.4..8.147.8...,352671984461893572798452613187926345235147869649385127873269451926514738514738296,
............549...7.4.8.2..52.79..8.4.1..6.7.......4.21...7.9.49...6..5......5..1,359217648268549317714683295523794186481326579697158432135872964972461853846935721,
..6..25.84.8..63.7.............23.....518..4..6..5..3.7...........47...25.43.....,376942518498516327152837964947623185235189746861754239789261453613475892524398671,
.2.87....3..........6.5...3.5..9..711...2...9..76...5.26........1...2...9.81.7.25,529873146381246597476951283652398471134725869897614352263589714715462938948137625,
....4..3.6....39.2.4...987............9.....1.8.9.7.....4...7...3.2..6..8.74.6...,798542136615783942243169875156834297379625481482917563564391728931278654827456319,
..21........2.7.13....39........4.8...3.2.......7...696....184.8...9.1..1...7..26,342165798598247613716839254967514382483926571251783469629351847874692135135478926,
43.....5.8..3..2.....1....791.........27..14...8.2...32......7..8951.....4....8..,431287659897365214526149387914653728352798146678421593265834971789516432143972865,
..31.68.....4...1..21.9..3.3..6.1..446798....9..3.......62.8.......4.....9.7..1..,743156892859432617621897435385621974467985321912374586536218749178549263294763158,
2...7......73.26....41.....7..51.4.....8......15.........6..54..5....1..62...87.3,268975314197342685534186927782519436946837251315264879873691542459723168621458793,
.35...7..2..3....6..6...54..6945..1.7.21..9...............3...4.......5.3....6.72,435689721271345896986271543869453217742168935513927468197532684628714359354896172,
3.....7.6..45............2...2.......49...3..637.4...5..5.....3.7..2.98.89...34..,358492716724516839961738524582369147149257368637841295215984673473625981896173452,
