Puzzle,Solution,
1..5...3......9......7..6..41..6.5..3..41..6...5...7.......187...........7.638..5,128546937736189452954723681412867593397415268865392714643251879581974326279638145,
....7.....29...6..438..9.7..1.4.8..6...12...8.......4.9....68..87...........9.2..,561372489729584631438619572317458926694123758285967143952736814876241395143895267,
...942..........2..49...76.6.....9.342..1.6...1...3..7...26.3..3.28.........3....,176942538538176429249358761687425913423719685915683247891267354352894176764531892,
24.8..9.5..........6...3.47...6.98.3...2.8.........5....24....6.......283.7.....4,241876935973524681568193247724659813615238479839741562152487396496315728387962154,
5.3...........45.3.9......6..7......26...79.13.......5.4.....5.7.91..6....69.5.14,523861497671294583498573126917452368265387941384619275142736859759148632836925714,
.5.9.1.4781.....23..9.8..1513..4...2............83.........7..87....2..9..3.....4,352961847816574923479283615138746592947125386625839471561497238784352169293618754,
..3....812...8.7.9.1....6..........8.6.......9423......3..9......4.3.8.6.....7.4.,493576281256481739817923654371659428568742913942318567635894172724135896189267345,
....148...9.....7.5.3......87.5.....1....79.5.4..36......9........45.........3.61,627314859498625173513798624872549316136287945945136287784961532361452798259873461,
.......1.8....3...2..791.3.9.6.7...2.4..8...9...96.17.6.3........1......47....69.,734826915819453726265791438956174382147382569328965174693247851581639247472518693,
.7.8.....54..6......8..1..3....8.......54...1......8.6.96....5.3.7...4....13.7.6.,172835694543769182968421573734186925689542731215973846896214357327658419451397268,
7812.....3...87.4...4.5.......51....1.3.28....78...2..2......9.4.5973.........4..,781294563359687142624351879942516387163728954578439216236845791415973628897162435,
..8.67..........2...7..........59.6.3.4........534..87..6.8.3.58......7..4...2.96,528467931631895724497213658782159463364728519915346287276981345859634172143572896,
.4...........9..4.3..7.......94..8.3..5.....22.8..5........7..85.1.28.3...4...19.,946281375187593246352764981769412853415839762238675419693147528571928634824356197,
..7...5.........8.83....164...8.7.93.......464.........9..65...3...9..1..6.47....,917684532645132987832759164156847293729513846483926751291365478374298615568471329,
76...31....2........1..2..7....95.1.......3..65.8......391..6...8..........5.9.7.,765943182392718564841652937273495816918276345654831729439127658587364291126589473,
.1..7.54........7..5....8.356..3...4948......3..1.5.........95.7....3..........16,213678549689354271457921863561839724948762135372145698134286957796513482825497316,
..821.9.3..9....783.7...2..7.5.9.1.......18.....52...72.......4.9.....8..51..3..9,548217963129635478367984251785396142632741895914528637276859314493172586851463729,
.5..27.34.7.9...8..............6.95..9...2...82...4.73..4.......36.78.4..........,958627134473915286162483795347861952695732418821594673784259361236178549519346827,
..5..7.......4.....48....12......92..9.2...34...4..8.5...9.537.1....3...7.9.2....,625137498971842653348596712864351927597268134213479865482915376156783249739624581,
..3.57....24...71..6.....3.3.6.......72...4....124...3...1.5.9....3..125....7....,183957246524863719769412538346791852972538461851246973438125697697384125215679384,
..4...51......7.....5.....9.3...8.6......17..7.6.4.183.....6..14..91.3.6....74.9.,364892517192457638875163249531728964948631752726549183259386471487915326613274895,
..3.....165..74....2...9.......32...9....5..4...9.......1.9.24...72....6...7.3.19,873526491659174823124389675715432968962815734348967152531698247497251386286743519,
.46..12....5........1.2.5..........8...4..16.68.......4.89...1.2....4....195.3.8.,846751239325649871971328546134296758592487163687135924468972315253814697719563482,
68..7.....91........4........913.7..43.6..51...5.4.9.8........6..3....9.5...1938.,682973451791564823354821679829135764437698512165742938918357246273486195546219387,
.1.....3.8......499...4.6..........26.7..291...9...3..3....1.672...93....8..7....,714629835862135749953748621138967452647352918529814376395481267276593184481276593,
.24.....7...3..926....79...1..7..6..3.2..65...56.....4..5...2..2..1.7.........4..,924561387517384926638279145149758632372416598856932714485693271263147859791825463,
.....43.......7.141..3.....68.....3..431.862....5...4...1.358....78..5.....2.....,278914356539687214164352789685429137943178625712563948491735862327846591856291473,
......37....8....4...2..18973.4..2........85......3.4.3.512.9..8..79......2......,289541376617839524453267189736458291194672853528913647375124968861795432942386715,
..3..25....8.1.9...2...3..1....9..1.26.3....97.............6..2..15...8..3..8....,143972568578614923926853741384795216265341879719268435857436192691527384432189657,
.....24.6.......3....37.19..6..3..4...4...629.......7.2..5.....7...1.3.....24.95.,537192486196485237428376195862739541374851629951624873289563714745918362613247958,
...........1.2.9..8.25.......6.95....5.1...3.....8.69...986.1.....7.....1859....3,697438521531627948842519376426395817958176432713284695279863154364751289185942763,
...28......7.5..8....7.1......4.....1.4.98...7.8....2...5642.1..9....6..8..5..7..,943286175217954386586731294659427831124398567738165429375642918491873652862519743,
.......54...5..1.2...23....8..42.61...5.....7.......2...4.8.3.168..7....3.....86.,123768954768549132549231786897425613235816497416397528954682371681973245372154869,
....3..6936...8.71.....1.......9.......765....9...36.5.....4...4..8....7.7.359.18,124537869365948271987621354651492783843765192792183645518274936439816527276359418,
..3....47.923.....4...9.31...7....59.1...8.3....2.41..8..1.........3........2.78.,163582947792341568458796312247613859516978234389254176825167493974835621631429785,
.5........48.2.9..6.9......4..8....3.92..4.5..................88.59.6.7.3..4.856.,251749386748623915639185724476851293192364857583297641964572138815936472327418569,
93.1..76467....8.9..4.......8.........3.....171.2.......7.9.3......6....42...3..8,932158764671324859854976132289531476543687921716249583167892345398465217425713698,
.....9...5.7.218...2.8.4...8.......7.6....481...29.56......27....1.7..4.......1..,638759214547321896129864375853146927962537481714298563495612738381975642276483159,
..82...9...618...55....7...71..9.2..2...7...6..5....7....4....1..9...6.........52,178256394946183725532947168714695283293874516685321479857462931329518647461739852,
.3.14.6.7.......1..4..69.82..4.......1..9...6..3.2....9...3.....716....4.62.1.7..,239148657586273419147569382624851973715394826893726145958437261371682594462915738,
.....9.2..........6.34..7....7.954..5.2.....3..86.7.....634.........8.....5...9.8,871569324249173865653482719367295481592814673418637592986341257724958136135726948,
.2.....8.74.....26.6.41......2....9.....9.....1.3.4.6..7.18...9...6.3.1..8..7..3.,521736984743958126869412753452867391638591472917324568376185249295643817184279635,
...9.........5..3.7..83.56....4..8..........5.8.7.3.2.96....3....45....2..2.4867.,835916247416257938729834561697425813243681795581793426968172354374569182152348679,
.......9.....4.3.....2.35.4.....4.......69.8..5..2...1.85.9....4.1.....2...352...,342615897517948326896273514168534279723169485954827631285491763431786952679352148,
6....13.8...963...5.1.....99...7.863..........4..89.......5...4..5..6...48...7...,694521378278963145531748629952174863816235497743689512167852934325496781489317256,
...5....6...341.....2.....7.....5...136....529..4....1.57.36...2.3...7...1.....2.,391572846768341295542968137824615379136897452975423681457236918283159764619784523,
....983.....1..98......34.......9154.3..4.6......6.....63....1..542....3..16..2..,526498371347126985198753426682379154735841692419562738263984517954217863871635249,
..2..4...987......1....86.9....8..7...9..3.....34...2.7.42.98.6......24..1.6.7...,632954781987361452145728639461582973829173564573496128754239816396815247218647395,
.4.17......9.64..2..7...8..8......5..6........1..2..7..5.......9.8..64..42.59....,246178593589364712137952864892741356765839241314625978653487129978216435421593687,
......5374...............6....5..9.29..3.2.5...2.7......9..3...5...4..7.76.2.91.5,891426537476835291235197864317564982984312756652978413149753628528641379763289145,
2......6.....3..52.69.......16..8...7...5..8...8927..5...5...2.......1.3..31.....,235789461871436952469215837516348279792651384348927615184593726957862143623174598,
.5....3..........88.9..1.75....5.9.66...79......63.4..7...6..19....8.......4..83.,456728391137596248829341675378154926642879153591632487784263519213985764965417832,
...96.5...16......5....23.7......7..6.1.5.2..79....4.3.43..7..22.........5.......,372968541416375829589412367824139756631754298795286413143597682267841935958623174,
82.....35..567............7...298..6.8256........379...4.9......6.......3...8...2,827149635135672849694853217473298156982561374516437928248915763769324581351786492,
...9..15.7.635...2.....27.8678......3....6....19......9.....5...52..9.1.....3...7,423987156786351492591462738678593241345126879219874365937618524852749613164235987,
...6.......6.5..4.41.....5.8..9...7..61...2.......2198.9.........82..9.57.2..8...,539624781286751349417389652824913576961875234375462198193546827648237915752198463,
....5..84..79..6....812..9..16782..5.5......19.......8..9..........192..7........,291657384537948612648123597416782935852394761973561428169275843385419276724836159,
.7.......13.9.6.4...6..1...5..78...64...1.9......9..3...8.....4.........951...87.,274538619135976248896241753519783426423615987687492135368127594742859361951364872,
.....1.....4......1..3.8....53.9.......61.7.....7.49....14....88..9..5.3.7.....4.,587241396364579821129368457753892164498615732612734985931456278846927513275183649,
6..9.7....4...2..9..1.4..8...83.4.9247......8....8..1.16......42.........93......,682917543745832169931546287518364792476129358329785416167258934254693871893471625,
..5......47.3.....83..9.1.73....68.1.6.......7.1..46.....9.3.4..48...3.....6....8,125768934479321586836495127394276851562819473781534692617983245248157369953642718,
.61....9.5.7..4.62...5..3..9...4......69..1.......7.3..5..7.......1.3..5.2..6..1.,361728594597314862482596371935841726746932158218657439154279683679183245823465917,
69.4...523..7........5.9.........2.7..3.824.9.8...7..5.59..3.....46...........7..,697418352315726948248539671961354287573182469482967135759243816824671593136895724,
..3.947...94.6...31.6.....83....7..4.......5..........8..6..1..9....1.4....5.3..6,583294761794168523126735498352987614478316259619452837835649172967821345241573986,
..4...1...514..96.69.3.12..4.........6..5.......96..5....5..........7.13....2...4,274695138351482967698371245485213796962754381713968452147536829529847613836129574,
.....1..8..9.5.376....6.91.5.....2.7.......8.7.....5....738....69.5.......17.....,276931458149852376835467912564198237913275684782643591427389165698514723351726849,
.9.5.37.1.1.64..2...3....5.2.9.........1......76....94.....9.....74.5...4..7....2,692583741815647329743921658239874516584196237176352894368219475927465183451738962,
..58.2......69..7.39.........1......2...7.1.66...1..3..79..3.6...25..793.......52,745832619128694375396157248981346527234975186657218934579423861462581793813769452,
36....85........7..4...59....8..9.3...5...6...2.43....6..1...4..9...87..8..6.....,369714852581926473247385916718569234435872691926431587652197348193248765874653129,
...3..8...2......1.....4.....1..356.37.8..4.2.62.......3.1...2.8.....6.3.4.6....7,754312896623958741198764235481273569375896412962541378536187924817429653249635187,
7...3.8.6.2.7..3.5..1....9.3.....25..8....6.316.3....76..5.........9...2..8..2...,754931826926748315831256794347689251289175643165324987692513478413897562578462139,
..7..1..5.1...2.69....6.7....16.7.8..6......4..5.2........85.4.....1982...97.....,647891235318572469952463718491637582263958174785124693136285947574319826829746351,
...954.3..4.16..7..52.7.1...75.3....2........1........4.1.9.72......65.3..97..4..,716954238348162975952378164675231849283549617194687352431895726827416593569723481,
4.6..37..1..9......39..5.....46....9...2.75....5.9..6..1.....7.7...3.92..4.......,456183792187962345239475186374658219691247538825391467513829674768534921942716853,
.4739..65...4.231......5.7........3.6.4.....2.5......6.3.....59721......9....6..7,847391265569472318312865974298647531674513892153289746436728159721954683985136427,
.4..5..........7.2.95.2.3...7..4....2..6..4.73....159........1..5...3...1..5.....,842357169631489752795126348576948231219635487384271596463792815957813624128564973,
..7..463.3.5..2..4...8....2..41..5....2.7...88.625.3.7...3..8..........5.....5.7.,287514639395762184641893752974138526532476918816259347459327861723681495168945273,
.5....1.4....13...3.2..876.534.862...8..2.3.5.....1............7..6.5..8......4..,958267134467913582312548769534786291186429375279351846823194657741635928695872413,
6.4....81..5....4.........9...381...............45.16...15.79.49..6.......31..85.,624975381795813642318264579546381297189726435237459168861537924952648713473192856,
.823..5..4.9....261...2..3....9...6..5...6....9..3....816...4......8..19..42.....,782369541439517826165428937348972165257146398691835274816793452523684719974251683,
3...5621..56.2....2...7............1.6.4...7.58............8.474.3..2......3.5...,347956218856124739219873456734569821962481573581237964125698347493712685678345192,
..3.28.9121............6...57.8.......6...8....2659......7.1..2......96..98.....3,653428791214975638987136524579813246136247859842659317365791482721384965498562173,
7......3.....74.5.....3.1........5144.3....9.9..2..7..5...612.9.4...5.6......9...,791652438832174956654938127267893514483517692915246783578361249349725861126489375,
7....284...8...62...6....9.6....7......19............391..8....4..3...1..374.9.6.,753962841198743625246851397621537489374198256589624173915286734462375918837419562,
......8....18..2.63...57...57...4.3..2..7.5.8.3..1..6....1...2.8.........5....7..,695241873741839256382657914576984132124376598938512467467198325813725649259463781,
.97...........8....2.7...45.398..7....5.3.1.........562.......15.82.9....76......,897645213354128679621793845139856724765432198482971356243587961518269437976314582,
...5.................174.3.4.7.63..5.9..2.6....5.9.7.23..2.91....1....7.9........,816532497743986521259174836427863915198725643635491782374259168561348279982617354,
75...........2.....3.5.8..4....49..5..91...2.2...5...39.48...128..471.......9....,758914236496327851132568974673249185549183627281756493964835712825471369317692548,
..438...9.....2..7.8..4.1........62....8.6...3..1....8..3....12..1...7....67.89.4,754381269139562847682947153918473625247856391365129478873694512491235786526718934,
...6.3.........7..48.2....6......841...5......2.4.8...6.......3.14.7..25.5.36..78,791643582263985714485217936539726841847531269126498357678152493314879625952364178,
9.1.........92....75...8.......86.2..9.1.....68.....5.83..7......75...8..2..9...7,941735862368924175752618493175386924294157638683249751839472516417563289526891347,
....85....1736......3.......7...963.4......971...3.5...4.9....5....41..8....56.7.,264785913917364852583192746875429631436518297192637584648973125759241368321856479,
5.1.68.2.7......3.3..51...6..7..5.....8.3...4....8....6....1..3...4..2....2..354.,591368427786294135324517896237145689168932754459786312645821973873459261912673548,
...9618....6...34..874..1......3...1..1.........2.69842....8.6...46......7..2....,342961857516782349987453126829534671461897532753216984295148763134675298678329415,
1...74....9.....1...7........295...79...1.6...5.6....1....682.48.4.......2.......,185274369496385712237196548612953487943817625758642931371568294864729153529431876,
1.56.........4...5.7.2...8......68....7.1..962..7.85.........1.612......4..5....8,145689372823147965976253184591326847387415296264798531758962413612834759439571628,
91...2...7.59.4...3.4......5...6...4..1......47.....9....3..2.7....15....4..2.1.6,916582743725934861384671925598267314631498572472153698159346287267815439843729156,
47.6.....8.2..9.....6.14..52...9.8....5.......4..8..6.......14.....28.57....4.92.,471652389852379416396814275217596834685431792943287561529763148134928657768145923,
...1..3.....9....7.876.3.1..32...78...6........1.57..2...7.1.96.....95......2...3,269175348314982657587643219932416785756298431841357962425731896173869524698524173,
.7..8.19...9.....21.6...8.7........1....3.52.6....573..175..3..8........5..36....,275486193489173652136952847352697481791834526648215739917528364863749215524361978,
3.758.26..26.....918.........12..9..........8...9..136269....1........935..8.....,397584261426713589185629347631278954954361728872945136269437815748152693513896472,
3..2..14.9..1..8.3...5...2..31.9.2..59.........7...3....4..7...1...28...2......7.,365289147942176853718543629831794265596832714427651398654317982179428536283965471,
..4.........1.6.932..8.51...4.5.38.......4..25..2.9..1..8...4.9...3....5.1.......,164932587875146293293875164942513876631784952587269341758621439426398715319457628,
..8.4..2.........4..2...89.1...9468......6...8..7.254....1...5.5......6..64..9.12,318945726659278134472631895127594683945386271836712549293167458581423967764859312,
.4.....5....2..9..9.1........9...8.1....9......8.4536....41...6.265....4....36.2.,742189653583264917961357482459623871637891245218745369895412736326578194174936528,
2...3...9.1...5..77.92...8.3....6.....6.832...7..2....6..359.7..........9.56.....,268137549413895627759264183382546791196783254574921836621359478837412965945678312,
.......48.....36.95.4...2....7.....3.2.7.....35.2....623.......8.6.9...47....89..,673925148182473659594861237467159823928736415351284796239647581816592374745318962,
1.9..4.....78...21.83.6...464......3..27..96......61................7...2...316..,129574386467893521583162794645219873312748965798356142936485217851627439274931658,
....9...1..3....8.8...15..7..9.84......6.......7.......4..5.9.6..1..9.3..958.6.7.,574398261913762485826415397639584712152673849487921653348157926761249538295836174,
.....7...4..1......72.5.19.95..2....7..5....62.6.7...1..52........846.2.....9....,518937462439162587672458193953621874741589236286374951865213749197846325324795618,
.2..1..8..6...93.....34.6.2.17.8......3......2..6.....4.8...2........4.6...9..71.,329716584864259371751348692617485923943172865285693147478561239192837456536924718,
.5.18.32..98.....5..2.9..1...74.5..8...3.1.9.51.....4..........271......43....78.,754186329198243675362597814927465138846321597513978246689732451271854963435619782,
8...6.4....7..8.....4..3.8...6794.3........79...8...4..62........9..65.3.3..5.2..,853169427917428356624573981286794135345612879791835642562341798479286513138957264,
2.....7.....76..5..3.5.986..6..3....8..........7..5..894..7.3..68.9.......3...48.,256384791498761253731529864564837912829416537317295648945178326682943175173652489,
4..3.........21.....5...1..256..7.......6.......4..8......4.6...42.5..1..3.6...75,419376258368521794725984163256837941184269537973415826597143682642758319831692475,
...9..63........2....621.542...5.......4..1.6....7.....47.95....93.......6....54.,725948631614537928938621754276159483359482176481376295147895362593264817862713549,
3.5.6.7....7.8.......3.2..4.34.....6.5.2...7...9....2......4.....87.69.3...95...2,325469718467185239981372564234517896856293471179648325692834157518726943743951682,
8...94..1...6..........576..8.............6.5.49..8....3.7.6..41..983.5.......1..,867394521952671438413825769386157942721439685549268317235716894174983256698542173,
5..3.1..2.7.......3.....7....4..2...8...5...116...435.285....6....5..1..6....7...,596371482478295613321648795954132876837956241162784359285413967743569128619827534,
4.6.....82.8.6379........5.....2537..7...6.8......85.29....7.6.......4.7...8...3.,436579218258163794719284653841925376572436189693718542924357861385691427167842935,
.5........7..1...22..7...939.3..7.....5.2.3.18..6....7..15..7........8......6..2.,159243678378916542246785193913857264765429381824631957481592736692374815537168429,
.8..3...9..3.971...9...1......38..6.6...7..94.2..6.8...1...4.........41...9...2..,184236579263597148795841623941385762658172394327469851812754936536928417479613285,
.541.6.........2..2...7.....6.......3..5.1.47...39.....25.3...9.....4..1.9.....6.,754126398819453276236879154961742835382561947547398612125637489673984521498215763,
.5...2.8...16.5....627.......52.3.713....76.....5..4...278.......8...........6.4.,754912386831645729962738514485263971319487652276591438627854193148379265593126847,
9..71...6...5.9..7.....89.3.79..1...6..8..1...4..6...9.37....8.4.........81......,923714856864539217715628943379241568652897134148365729237956481496182375581473692,
5..7.8...1.........69...4.88...1.6.4..1...9..........74.7.3.81.63.9..7.5.........,524768391183429576769153428895217634371846952246395187457632819632981745918574263,
7.6.......2.......895........2..51...7.4.....564.1..79....892...5.2.16...1...678.,746138952123954867895627431382795146971463528564812379637589214458271693219346785,
29...54......1.8.......4..1...982......5..9.8....6..2.1.6.....3....4.5...38......,291835467453617892867294351315982674624571938789463125146759283972348516538126749,
.....25...3.7...........3.229....7.......8..3.8.2..1.581.9...5...31...76.7.......,948632517132754689657819342295341768761598423384267195816973254423185976579426831,
..61...4.247....6.....6..5.7.......2.85...13..2.....8....32.4....18.5...3..4.1..5,856132947247958361139764258714683592985247136623519784578326419491875623362491875,
........8.95....7.83.2.5.....18.2....2.19754..4.3.......497..2...........1.528...,462739158195684273837215469651842397328197546749356812584973621273461985916528734,
17.....4.......7..2..1.63.9..42...38...6.....9.....1.2....8.9....6..2...41.......,179835246683924715245176389754291638321658497968743152532487961896312574417569823,
.5.....61...8.2.......5......1..8...9..41.2...6.52.7.41..64..95.8.9..62..........,852397461413862579796154382241738956975416238368529714127643895584971623639285147,
86......79.2.3...8.3.......4.895....7......92.............76..93....25..67..94.8.,864215937912437658537869124428953761753641892196728345285376419349182576671594283,
9.5..........4.637...1.6......4..581..18..49............6.8....1.43.58.........74,965738142812549637347126958239467581671852493458913726796284315124375869583691274,
2....1...5.1...4.........9....6.82....6....3..2....54...3.5.912.4..1.8..8....93..,269341785581976423437582691154638279796425138328197546673854912945213867812769354,
.52.68..9.........8.1..........9.5...1...3.....51.......684.2.5....5963.....2..18,352468179497215863861937452273694581614583927985172346736841295128759634549326718,
2.........8...5.7.3.......5.513..........12.8....7........8...67.25.63.1.1...7.4.,245763819186295473379814625451328967967451238823679154534182796792546381618937542,
2.9........52....6.3.68..7..2..9....7...54...........8.5..3.6.2....2.......7...85,269473851875219436134685279328197564796854123541362798457938612683521947912746385,
...72..1.4.....5.........7....3..9..6....9..7.5....6...35.14...12...349...6.52...,593726814467138529812495376274361958681549237359287641935814762128673495746952183,
.98...17...6.7........84..2.8.19..4.1.26.7.8.9...386...21..38........3...........,498326175256971438713584962687195243132647589945238617521763894879412356364859721,
...8.5.......4.7...6..12...5.........87....46491.86..7..4529....78......6.21....4,743895162219643785865712493526437819387951246491286357134529678978364521652178934,
....2...4....7921....41...3...7...2..3.2...4.1...98....83.........3..9..2.9...5..,718523694346879215952416783895734126637251849124698357583962471471385962269147538,
......5.8...5..97.....76.2.3......51..7.3.....51.2..6.5.....739......6..9....1..5,176392548238514976495876123329687451647135892851429367514268739782953614963741285,
8..6..71..1.........7..52...4..........7......38...475..6.2.3..3..8...56.....7.4.,854632719213978564967415283749153628625784931138296475486521397372849156591367842,
2...4...1...1.........7..5..7.........17...2.4...8...9.59.1......75..3..34...2...,285943761793156482614278953978421635561739824432685179859317246127564398346892517,
....6....93.2.5........1.......8.6.2..2.4.95..8.5...4.1.....3..26..54...3.4..9...,547968123931275486826431579495187632712643958683592741158726394269354817374819265,
........5..16.......7.........4..3.64..3...826..8..7...2.74.13..34..8.7...8..2...,369287415241653897857914623782491356415376982693825741526749138134568279978132564,
65..7...4..8....511.2.8..97....2.....8...4.29.4.6...7.8.4297......1.........46...,659371284478962351132485697791823465386754129245619873814297536567138942923546718,
26..4..3.....2.8..57...32....486....18.2....77.....4..83.4.......5..6....4..81...,269548731413729865578613294354867912186294357792135486831452679925376148647981523,
..4.59.2..9.6...756...2......8....6...24..8..1........42.....9....7.5..8.7..1....,784359621291648375653127984948531762532476819167982453425863197316795248879214536,
..9..582.6.49....7.1..........5...6.72...1..8.......7.1...8...65.7.6...1.....9...,379615824654928317218347695831572469726491538945836172193784256587263941462159783,
..7...4.......7.56.18.5...2...4.........2.....2..1.594.4.1..28...5.9...7.8.......,257961438394287156618354972569438721471529863823716594946173285135892647782645319,
..5....9...8......39.1...4..5..4...88..65..21.64.2..3..1.4....5...36......6....8.,145736892678294153392185746251943678839657421764821539913478265587362914426519387,
.......69......8..618...7..5...26...4..597.2......8..195...2..8.2...94.5.........,342785169795261843618943752573126984481597326269438571954372618827619435136854297,
72.....1.....3...5..86.7...8..4.......1..3..6.7....1..........3254..8....6..5..4.,723594618916832475548617329835461297491723586672985134189246753254378961367159842,
.4.2.158...6..73...7.8.4.6..........4.......6...5...7.1.......4...6...3.5....21..,349261587816957342275834961753486219492173856681529473138795624924618735567342198,
.1....8.58.....79........3.3..7.....2695....8.....2...9....8....2.9..15...563....,716493825843125796592876431384769512269514378157382964931258647628947153475631289,
9..6.....1...345........7...8..5...64....93.773......8..31...9....8.......4.9.1..,957618234162734589348925761289357416416289357735461928673142895591873642824596173,
.9.8...758.359..6.7...2..........8.2....78...31......9.....1.93.59...........2...,192846375843597261765123984576419832924378516318265749287651493659734128431982657,
......41.5....7.96......3......53.2..1.7..9......9..574..6...3..6....1.22.9.31...,637289415548317296192564378976453821815726943324198657481672539763945182259831764,
.5..4...9...79..8....3..61.4.9..6...6..5...4.78..1..9.......56.9.8..4............,157648239326791485894325617419836752632579841785412396271983564968254173543167928,
...58.7....9.......6..1.8..9..7...4....3.....687......5...3....7381..6.9.1.8.....,321586794879423561465917832953761248142358976687294315594632187738145629216879453,
1..46...7..6.8..1..9.3....4873.1..5......97..9........6.1....95.4.....8..8......6,158462937436987512792351864873214659215639748964875123621748395347596281589123476,
..9.6234....49..8...6..3..9..8...46.34.....5.5.2.....8.......2..53.1.894984......,879162345135497286426583719798351462341628957562974138617849523253716894984235671,
26.4...........9.5.89..2....9...67....2.7.18...1.2..9...5..7..4..6....1..4.......,267495831134768925589132647493816752652974183871523496915287364726349518348651279,
..8......71...9..2.5..3.84.4.........37....5...9..4...5..7.32.1....52.8..2..4..7.,398425716714869532652137849465318927137296458289574163546783291971652384823941675,
..96....7......16...4......5.2..37......4.....631..5..1.73...9......5..34.......6,219684357378259164654731928542963781791548632863172549187326495926415873435897216,
......4.6.2....8..........1..8..5....6.7.2..........547..2..59...56.7.8.2..5.1...,897153426621479835354826971478315269569742318132968754716284593945637182283591647,
..29..5.78..............8.....526938......4......4..75..948...273........6.79....,312968547847215693596374821471526938925837416683149275159483762734652189268791354,
.7....64.........8..9764.2.........3...95..87......59.92.4.7.....439..6..836.....,271538649465219738839764125597846213612953487348172596926487351754391862183625974,
.....8.79.38........96.54.......1.4.5..4........567..3...1.......5.86...86479...5,651348279438972651279615438397821546586439712142567983923154867715286394864793125,
.62......3..12.8.....3....9.....49....6.1...48.925..3.6..........8....4..95...216,962485173374129865581376429713864952256913784849257631627541398138692547495738216,
...5.6...5....3..8...29.7.........6....35897..1...7..5....6..8.8....1...9...7..12,247586139596713248138294756785129364624358971319647825471962583852431697963875412,
3......6..7..4.......9.2......2.9..6...8.6.4.......28...869...77..3...5.56...843.,394187562672543891185962374843259716217836945956471283438695127729314658561728439,
169.....3.7..9.4...4...2....97..3.2143.8......8..2.........9.1....4......1...8.7.,169784253273195486845362197597643821432851769681927345324579618758416932916238574,
..2....394............592...79.3..515..............47.6..24...3..5761............,852614739496327185713859246279438651548176392361592478687245913935761824124983567,
...12...6..2.8..178....6...6.................29..4..7.97..643...8.2.......1.7..8.,739125846562483917814796532657312498148957263293648175975864321486231759321579684,
...72....6.34.9.2...98..6...6...87..3.........4.2..5.6.....4....7..5..8.29.......,481726953653419827729835641965348712312567498847291536538174269176952384294683175,
2..8.6.93.....2...7.8...........3685...62.3....7..54....425..6.........8.2....9..,251846793943572816768931542412793685589624371637185429394258167175469238826317954,
5.8...2.....5...8.4.....63...7.6.4...1.8.........2.1....1...3.6.....6.7....14.52.,598634217163572984472918635857361492214859763639427158921785346345296871786143529,
...1..86......9.471..7.4...............6.571..8.4...96.1.92....7..8.62....4......,497153862358269147162784935976318524243695718581472396615927483739846251824531679,
43..6.75..5....9.......4.......87..36..2..49......6...7....8.2..4.35...9....7254.,431869752852713964967524138529487613618235497374196285795648321246351879183972546,
.6..72...31.6....9..9.........56.7.2..81....563....1............8.7..2...73.9.85.,864972531317658429259431678491563782728149365635827194542386917986715243173294856,
...4............4..1....8..43.2...9.1..9.......2.4.157.4.82..3.853.9.4....71.....,729483561586719243314562879435271698178956324692348157941825736853697412267134985,
.......4.........1....94375.34.72..8.58......1.25.......3.1.9...4....52.....5..8.,395721846487635291216894375934172658658349712172586439523418967841967523769253184,
7...3.49134..17..8........7.1.6.........43....6.2.....8..1.4...1.....7.3..2.9....,728536491346917528951428637217689345589743216463251879835174962194862753672395184,
..69..5..............48579....8.62.7...72.....1...9.8.7...5..2.15...2..8......9..,486937512975261834321485796593816247648723159217549683769358421154692378832174965,
......3.1.4.9....7...71.8.69.6.8.2.......39...32....8.2..1.......1...6..6..2....8,769852341148936527325714896956487213817523964432691785273168459581349672694275138,
.1......5.8.1974....6..4.7.9.486.5..3..4.16.............9...7...7...983..........,417236985583197462296584173924863517358471629761925348849312756172659834635748291,
.42.31..71...5....8....4..26...4..51..4..8.6..3..2..7.......8.5...6851.........2.,542931687167852349893764512628347951754198263931526478416273895279685134385419726,
.5.......1.9.3.....278....9......3.8....6.....8...7.915...82.1..7...1.2....5..97.,853179264149236587627854139762915348931468752485327691596782413374691825218543976,
...9..734....51..8......56.3......5....76.....64.8.............5.839.......5..9.6,156928734743651298892437561387149652215763849964285173679814325528396417431572986,
..17.3.5....1.5..7.......3.3.2.4...6....1..4......7...4.......1..6.82...57.....6.,241793658839165427765824139352948716987316245614257893423679581196582374578431962,
....678.............7..169.4...85....3.4....99......45...718......5..763....4....,549267831163894527287351694421985376635472189978136245396718452814529763752643918,
4...3..7......5..8..1..6.....7.4.....9.1.3.5.....8.4.7..9.......5.9.76.3...3..79.,462831975973425168581796324617542839894173256325689417739264581258917643146358792,
.7.94..1.1..7....8..8..2......6..3..72.....846.1.......42.1.....1.8...2......3...,276948513194735268358162479485627391729351684631489752942516837513874926867293145,
.89.7.......1..47.5...6.....6.......1259..6.47.4...5..6...8.25...8..4..1.5.......,489375126236198475517462938863541792125937684794826513641783259978254361352619847,
8......75..6..9.4..2..........6.5.97...2....454..7....25..96...9..8.....4375.....,894362175316759248725184936182645397679213584543978621258496713961837452437521869,
...76.....41.935...2...4.96......1..........7.9.1.5.4..65.....33.4...6.1.........,539762814641893572827514396483927165152648937796135248965481723374259681218376459,
2.89.76.1...1......1928....86..3..5..93..51...5.....3...7..........9.8.7....2....,238957641574163298619284573861432759493675182752819436127348965346591827985726314,
